Statistical profiling result from isolate-0x105800000-v8.log, (71385 ticks, 5238 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     49    3.5%      Function: ~Eval: ~<anonymous> :1:1
     49  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     49  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     49  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     31    2.2%      Function: ~Function: ~<anonymous> :1:10
     31  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     31  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     31  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     15    1.1%      Function: ~Function: ~<anonymous> :4:16
     15  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     15  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     15  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    981   40.9%    Builtin: ArrayMap
    811   82.7%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
    746   92.0%        Function: ~<anonymous> :1:10
    746  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    739   99.1%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     39    4.8%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     39  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     39  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     15    1.8%        Function: ~Eval: ~<anonymous> :1:1
     15  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     15  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    170   17.3%      LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
    146   85.9%        Function: ~<anonymous> :1:10
    146  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    146  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     11    6.5%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     11  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     11  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      5    2.9%        Function: ~Function: ~<anonymous> :1:10
      5  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      5  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      3    1.8%        Function: ~Function: ~<anonymous> :4:16
      3  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      3  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      3    1.8%        Eval: ~<anonymous> :1:1
      3  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      3  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      2    1.2%        Function: ~Eval: ~<anonymous> :1:1
      2  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      2  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19

   2158    3.0%  Builtin: CallFunction_ReceiverIsAny
    543   25.2%    Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:34:61
    526   96.9%      Function: ~<anonymous> :1:10
    526  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    526  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    486   92.4%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     40    7.6%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     13    2.4%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     13  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     13  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     13  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
    410   19.0%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:38:61
    361   88.0%      Function: ~<anonymous> :1:10
    361  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    361  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    356   98.6%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      5    1.4%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     22    5.4%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     22  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     22  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     22  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
      8    2.0%      Function: ~Function: ~<anonymous> :1:10
      8  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      8  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      8  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      6    1.5%      Eval: ~<anonymous> :1:1
      6  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      6  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      6  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      5    1.2%      Function: ~<anonymous> :4:16
      5  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      5  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      5  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    361   16.7%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:34:61
    311   86.1%      Function: ~<anonymous> :1:10
    311  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    311  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    295   94.9%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     16    5.1%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     40   11.1%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     40  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     40  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     40  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
      7    1.9%      Function: ~<anonymous> :4:16
      7  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      7  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      7  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    352   16.3%    LazyCompile: *arrayReduce /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:696:23
    352  100.0%      Function: ~reduce /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:9694:20
    352  100.0%        Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:38:61
    342   97.2%          Function: ~<anonymous> :1:10
    342  100.0%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      5    1.4%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      5  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    202    9.4%    LazyCompile: *reduce /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:9694:20
    202  100.0%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:38:61
    194   96.0%        Function: ~<anonymous> :1:10
    194  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    194  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      4    2.0%        Function: ~<anonymous> :4:16
      4  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      4  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    167    7.7%    Builtin: ArrayMap
    153   91.6%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
    149   97.4%        Function: ~<anonymous> :1:10
    149  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    146   98.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      3    2.0%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1563:19
      3    2.0%        Function: ~Runner.addBenchmark /Users/danielo/GIT/benchmarks-js/node_modules/benchr/lib/runner.js:137:41
      3  100.0%          Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:23:37
      3  100.0%            Function: ~Runner.addSuite /Users/danielo/GIT/benchmarks-js/node_modules/benchr/lib/runner.js:71:37
     14    8.4%      LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
     13   92.9%        Function: ~<anonymous> :1:10
     13  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     13  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1    7.1%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     65    3.0%    Builtin: ArrayFilter
     57   87.7%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
     53   93.0%        Function: ~<anonymous> :1:10
     53  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     52   98.1%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1    1.9%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1563:19
      2    3.5%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      2  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      2  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      1    1.8%        Function: ~Runner.addBenchmark /Users/danielo/GIT/benchmarks-js/node_modules/benchr/lib/runner.js:137:41
      1  100.0%          Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:23:37
      1  100.0%            Function: ~Runner.addSuite /Users/danielo/GIT/benchmarks-js/node_modules/benchr/lib/runner.js:71:37
      1    1.8%        Function: ~Eval: ~<anonymous> :1:1
      1  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      8   12.3%      LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
      8  100.0%        Function: ~<anonymous> :1:10
      8  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      8  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19

   1976    2.8%  LazyCompile: *com.cognitect.transducers.Filter.@@transducer/step /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:741:75
   1976  100.0%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
   1684   85.2%      Function: ~<anonymous> :1:10
   1684  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
   1684  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
   1684  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    141    7.1%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    141  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    141  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    141  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
     58    2.9%      Function: ~Eval: ~<anonymous> :1:1
     58  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     58  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     58  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     54    2.7%      Function: ~Function: ~<anonymous> :1:10
     54  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     54  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     54  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17

   1870    2.6%  Builtin: OrdinaryHasInstance
    782   41.8%    LazyCompile: *com.cognitect.transducers.arrayReduce /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1010:49
    782  100.0%      Function: ~com.cognitect.transducers.reduce /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1040:44
    782  100.0%        Function: ~com.cognitect.transducers.transduce /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1058:47
    782  100.0%          Function: ~com.cognitect.transducers.into /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1081:42
    782  100.0%            Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
    653   34.9%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
    560   85.8%      Function: ~<anonymous> :1:10
    560  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    560  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    560  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     36    5.5%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     36  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     36  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     36  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
     17    2.6%      Function: ~Eval: ~<anonymous> :1:1
     17  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     17  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     17  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     16    2.5%      Function: ~Function: ~<anonymous> :1:10
     16  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     16  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     16  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      9    1.4%      Function: ~<anonymous> :4:16
      9  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      9  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      9  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      9    1.4%      Eval: ~<anonymous> :1:1
      9  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      9  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      9  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    374   20.0%    LazyCompile: *com.cognitect.transducers.into /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1081:42
    374  100.0%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
    340   90.9%        Function: ~<anonymous> :1:10
    340  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    340  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     25    6.7%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     25  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     25  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      9    2.4%        Function: ~<anonymous> :4:16
      9  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      9  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     61    3.3%    LazyCompile: *com.cognitect.transducers.transduce /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1058:47
     61  100.0%      Function: ~com.cognitect.transducers.into /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1081:42
     61  100.0%        Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
     50   82.0%          Function: ~<anonymous> :1:10
     50  100.0%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     11   18.0%          Function: ~Eval: ~<anonymous> :1:1
     11  100.0%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23

   1869    2.6%  LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
   1618   86.6%    Function: ~<anonymous> :1:10
   1618  100.0%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
   1618  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
   1618  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
   1618  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
    101    5.4%    Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    101  100.0%      Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    101  100.0%        Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    101  100.0%          Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
    101  100.0%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:2761:33
     59    3.2%    Function: ~Function: ~<anonymous> :1:10
     59  100.0%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     59  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     59  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     59  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
     45    2.4%    Function: ~Eval: ~<anonymous> :1:1
     45  100.0%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     45  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     45  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     45  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
     24    1.3%    Function: ~<anonymous> :4:16
     24  100.0%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     24  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     24  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     24  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23

   1824    2.6%  LazyCompile: *isEven /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:9:16
   1027   56.3%    Builtin: ArrayFilter
    810   78.9%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
    758   93.6%        Function: ~<anonymous> :1:10
    758  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    750   98.9%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      8    1.1%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1563:19
     38    4.7%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     38  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     38  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    217   21.1%      LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
    184   84.8%        Function: ~<anonymous> :1:10
    184  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    184  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     13    6.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     13  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     13  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      9    4.1%        Eval: ~<anonymous> :1:1
      9  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      9  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      7    3.2%        Function: ~Function: ~<anonymous> :4:16
      7  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      7  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    797   43.7%    LazyCompile: *com.cognitect.transducers.into /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1081:42
    797  100.0%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
    724   90.8%        Function: ~<anonymous> :1:10
    724  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    724  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     54    6.8%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     54  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     54  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     19    2.4%        Function: ~<anonymous> :4:16
     19  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     19  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19

   1742    2.4%  Builtin: ArrayReduce
    995   57.1%    Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:34:61
    965   97.0%      Function: ~<anonymous> :1:10
    965  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
